year,vaccine_name,coverage_percent
2022,"Fractional inactivated polio-containing vaccine, 1st dose",94.0
2022,"Inactivated polio-containing vaccine, 2nd dose",
2022,"Inactivated polio-containing vaccine, 2nd dose",
2022,"Inactivated polio-containing vaccine, 2nd dose",
2022,"Fractional inactivated polio-containing vaccine, 2nd dose",91.42
2022,"Fractional inactivated polio-containing vaccine, 2nd dose",91.0
2022,Japanese encephalitis,91.16
2022,Japanese encephalitis,91.0
2022,"Measles-containing vaccine, 1st dose",95.47
2022,"Measles-containing vaccine, 1st dose",95.0
2022,"Measles-containing vaccine, 1st dose",95.0
2022,"Measles-containing vaccine, 2nd dose",90.49
2022,"Measles-containing vaccine, 2nd dose",90.0
2022,"Measles-containing vaccine, 2nd dose",90.0
2022,Meningococcal ACYW conjugate vaccine,
2022,Meningococcal ACYW conjugate vaccine,
2022,Meningococcal B vaccine,
2022,Meningococcal B vaccine,
2022,Protection at birth (PAB) against neonatal tetanus,
2022,Protection at birth (PAB) against neonatal tetanus,93.0
2022,"Pneumococcal conjugate vaccine, 1st dose",82.37
2022,"Pneumococcal conjugate vaccine, 1st dose",82.0
2022,"Pneumococcal conjugate vaccine, 2nd dose",79.14
2022,"Pneumococcal conjugate vaccine, 2nd dose",79.0
2022,"Pneumococcal conjugate vaccine, final dose",74.89
2022,"Pneumococcal conjugate vaccine, final dose",75.0
2022,"Pneumococcal conjugate vaccine, final dose",66.0
2022,"Pertussis-containing vaccine, pregnant women",
2022,"Pertussis-containing vaccine, pregnant women",
2022,"Pertussis-containing vaccine, 4th dose (1st booster)",
2022,"Pertussis-containing vaccine, 4th dose (1st booster)",
2022,"Polio, 3rd dose",93.01
2022,"Polio, 3rd dose",93.0
2022,"Polio, 3rd dose",93.0
2022,"HPV Vaccination program coverage, first dose, females",
2022,"HPV Vaccination program coverage, first dose, males",
2022,"HPV Vaccination program coverage, last dose, females",
2022,"HPV Vaccination program coverage, last dose, males",
2022,"Rubella-containing vaccine, 1st dose",95.47
2022,"Rubella-containing vaccine, 1st dose",95.0
2022,"Rubella-containing vaccine, 1st dose",95.0
2022,"Rotavirus, 1st dose",94.49
2022,"Rotavirus, 1st dose",94.0
2022,"Rotavirus, last dose",92.12
2022,"Rotavirus, last dose",92.0
2022,"Rotavirus, last dose",92.0
2022,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",85.37
2022,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",85.0
2022,"Tetanus-containing vaccine, 4th dose (1st booster)",72.2
2022,"Tetanus-containing vaccine, 4th dose (1st booster)",72.0
2022,"Tetanus-containing vaccine, 5th dose (2nd booster)",58.91
2022,"Tetanus-containing vaccine, 5th dose (2nd booster)",59.0
2022,"Tetanus-containing vaccine, 6th dose (3rd booster)",
2022,"Tetanus-containing vaccine, 6th dose (3rd booster)",
2022,Typhoid conjugate vaccine,
2022,Typhoid conjugate vaccine,
2022,"Vitamin A, 1st dose",87.94
2022,"Vitamin A, 1st dose",88.0
2022,Yellow fever vaccine,
2022,Yellow fever vaccine,
2023,"HPV Vaccination coverage by age 15, first dose, females",
2023,"HPV Vaccination coverage by age 15, first dose, males",
2023,"HPV Vaccination coverage by age 15, last dose, females",
2023,"HPV Vaccination coverage by age 15, last dose, males",
2023,BCG (Baccille Calmette Guérin) vaccine,89.17
2023,BCG (Baccille Calmette Guérin) vaccine,89.17
2023,BCG (Baccille Calmette Guérin) vaccine,89.0
2023,"Diphtheria-containing vaccine, 4th dose (1st booster)",89.52
2023,"Diphtheria-containing vaccine, 4th dose (1st booster)",89.52
2023,"Diphtheria-containing vaccine, 5th dose (2nd booster)",78.68
2023,"Diphtheria-containing vaccine, 5th dose (2nd booster)",78.68
2023,"Diphtheria-containing vaccine, 6th dose (3rd booster)",
2023,"Diphtheria-containing vaccine, 6th dose (3rd booster)",
2023,"DTP-containing vaccine, 1st dose",93.3
2023,"DTP-containing vaccine, 1st dose",93.3
2023,"DTP-containing vaccine, 1st dose",93.0
2023,"DTP-containing vaccine, 3rd dose",90.74
2023,"DTP-containing vaccine, 3rd dose",90.74
2023,"DTP-containing vaccine, 3rd dose",91.0
2023,Influenza all persons above >6 months (universal recommendation),
2023,Influenza child age group 1,
2023,Influenza child age group 2,
2023,Influenza chronic adult,
2023,Influenza chronic pediatric,
2023,Influenza older persons,
2023,Influenza health care workers,
2023,Influenza other,
2023,Influenza pregnant women,
2023,Influenza residents living in long term care facilities,
2023,"HepB, birth dose (given within 24 hours of birth)",86.8
2023,"HepB, birth dose (given within 24 hours of birth)",86.8
2023,"HepB, birth dose (given within 24 hours of birth)",63.0
2023,"HepB, birth dose total (including those given within and after 24 hours of birth)",
2023,"HepB, birth dose total (including those given within and after 24 hours of birth)",
2023,"HepB, 3rd dose",90.74
2023,"HepB, 3rd dose",90.74
2023,"HepB, 3rd dose",91.0
2023,"Hib, 3rd dose",90.74
2023,"Hib, 3rd dose",90.74
2023,"Hib, 3rd dose",91.0
2023,"HPV Female, final dose",
2023,"HPV Female, final dose",
2023,"HPV Male, final dose",
2023,"HPV Male, final dose",
2023,"Inactivated polio-containing vaccine, 1st dose",
2023,"Inactivated polio-containing vaccine, 1st dose",
2023,"Inactivated polio-containing vaccine, 1st dose",90.0
2023,"Fractional inactivated polio-containing vaccine, 1st dose",91.99
2023,"Fractional inactivated polio-containing vaccine, 1st dose",91.99
2023,"Inactivated polio-containing vaccine, 2nd dose",
2023,"Inactivated polio-containing vaccine, 2nd dose",
2023,"Inactivated polio-containing vaccine, 2nd dose",
2023,"Fractional inactivated polio-containing vaccine, 2nd dose",89.84
2023,"Fractional inactivated polio-containing vaccine, 2nd dose",89.84
2023,Japanese encephalitis,87.94
2023,Japanese encephalitis,87.94
2023,"Malaria vaccine, 1st dose",
2023,"Malaria vaccine, 1st dose",
2023,"Malaria vaccine, 3rd dose",
2023,"Malaria vaccine, 3rd dose",
2023,"Malaria vaccine, 4th dose",
2023,"Malaria vaccine, 4th dose",
2023,"Measles-containing vaccine, 1st dose",93.35
2023,"Measles-containing vaccine, 1st dose",93.35
2023,"Measles-containing vaccine, 1st dose",93.0
2023,"Measles-containing vaccine, 2nd dose",89.84
2023,"Measles-containing vaccine, 2nd dose",89.84
2023,"Measles-containing vaccine, 2nd dose",90.0
2023,"Meningococcal ACYW conjugate vaccine, last dose",
2023,"Meningococcal ACYW conjugate vaccine, last dose",
2023,"Meningococcal B vaccine, last dose",
2023,"Meningococcal B vaccine, last dose",
2023,Protection at birth (PAB) against neonatal tetanus,
2023,Protection at birth (PAB) against neonatal tetanus,93.0
2023,"Pneumococcal conjugate vaccine, 1st dose",85.49
2023,"Pneumococcal conjugate vaccine, 1st dose",85.49
2023,"Pneumococcal conjugate vaccine, 2nd dose",83.09
2023,"Pneumococcal conjugate vaccine, 2nd dose",83.09
2023,"Pneumococcal conjugate vaccine, final dose",83.24
2023,"Pneumococcal conjugate vaccine, final dose",83.24
2023,"Pneumococcal conjugate vaccine, final dose",83.0
2023,"Pertussis-containing vaccine, pregnant women",
2023,"Pertussis-containing vaccine, pregnant women",
2023,"Pertussis-containing vaccine, 4th dose (1st booster)",
2023,"Pertussis-containing vaccine, 4th dose (1st booster)",
2023,"Polio, 3rd dose",90.56
2023,"Polio, 3rd dose",90.56
2023,"Polio, 3rd dose",91.0
2023,"HPV Vaccination program coverage, first dose, females",
2023,"HPV Vaccination program coverage, first dose, males",
2023,"HPV Vaccination program coverage, last dose, females",
2023,"HPV Vaccination program coverage, last dose, males",
2023,"Rubella-containing vaccine, 1st dose",93.35
2023,"Rubella-containing vaccine, 1st dose",93.35
2023,"Rubella-containing vaccine, 1st dose",93.0
2023,"Rotavirus, 1st dose",92.44
2023,"Rotavirus, 1st dose",92.44
2023,"Rotavirus, last dose",90.21
2023,"Rotavirus, last dose",90.21
2023,"Rotavirus, last dose",90.0
2023,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",81.76
2023,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",81.76
2023,"Tetanus-containing vaccine, 4th dose (1st booster)",89.52
2023,"Tetanus-containing vaccine, 4th dose (1st booster)",89.52
2023,"Tetanus-containing vaccine, 5th dose (2nd booster)",78.68
2023,"Tetanus-containing vaccine, 5th dose (2nd booster)",78.68
2023,"Tetanus-containing vaccine, 6th dose (3rd booster)",67.42
2023,"Tetanus-containing vaccine, 6th dose (3rd booster)",67.42
2023,Typhoid conjugate vaccine,
2023,Typhoid conjugate vaccine,
2023,"Vitamin A, 1st dose",
2023,"Vitamin A, 1st dose",
2023,Yellow fever vaccine,
2023,Yellow fever vaccine,
