country_name,vaccine_name,missing_data_count
Uganda,Influenza other,3
Ukraine,Influenza all persons above >6 months (universal recommendation),3
Ukraine,Influenza other,3
United Arab Emirates,"DTP-containing vaccine, 1st dose",3
United Arab Emirates,"HepB, birth dose (given within 24 hours of birth)",3
United Arab Emirates,Influenza other,3
United Arab Emirates,"Pneumococcal conjugate vaccine, 1st dose",3
United Kingdom of Great Britain and Northern Ireland,Influenza chronic adult,3
United Kingdom of Great Britain and Northern Ireland,Influenza chronic pediatric,3
United Kingdom of Great Britain and Northern Ireland,Influenza other,3
United Republic of Tanzania,Influenza other,3
Uruguay,Influenza other,3
Uruguay,"Measles-containing vaccine, 1st dose",3
Uzbekistan,"HPV Female, final dose",3
Uzbekistan,"Inactivated polio-containing vaccine, 2nd dose",3
Uzbekistan,Influenza travellers (incl. Hajj pilgrimage),3
Vanuatu,Influenza other,3
Venezuela (Bolivarian Republic of),Influenza chronic adult,3
Viet Nam,"Diphtheria-containing vaccine, 4th dose (1st booster)",3
Viet Nam,"Inactivated polio-containing vaccine, 2nd dose",3
Viet Nam,Influenza other,3
Wallis and Futuna,"Fractional inactivated polio-containing vaccine, 2nd dose",3
Yemen,"Inactivated polio-containing vaccine, 2nd dose",3
Yemen,Influenza other,3
Zambia,"HPV Female, final dose",3
Zambia,Influenza other,3
Zimbabwe,"DTP-containing vaccine, 3rd dose",3
Zimbabwe,Influenza other,3
"occupied Palestinian territory, including east Jerusalem","DTP-containing vaccine, 1st dose",3
"occupied Palestinian territory, including east Jerusalem","DTP-containing vaccine, 3rd dose",3
"occupied Palestinian territory, including east Jerusalem","Diphtheria-containing vaccine, 4th dose (1st booster)",3
"occupied Palestinian territory, including east Jerusalem",Influenza other,3
"occupied Palestinian territory, including east Jerusalem","Measles-containing vaccine, 1st dose",3
"occupied Palestinian territory, including east Jerusalem","Pertussis-containing vaccine, 4th dose (1st booster)",3
"occupied Palestinian territory, including east Jerusalem","Pneumococcal conjugate vaccine, 1st dose",3
"occupied Palestinian territory, including east Jerusalem","Tetanus-containing vaccine, 4th dose (1st booster)",3
Afghanistan,"DTP-containing vaccine, 1st dose",2
Afghanistan,"Malaria vaccine, 1st dose",2
Afghanistan,"Malaria vaccine, 3rd dose",2
Afghanistan,"Malaria vaccine, 4th dose",2
Afghanistan,Meningococcal ACYW conjugate vaccine,2
Afghanistan,"Meningococcal ACYW conjugate vaccine, last dose",2
Afghanistan,Meningococcal B vaccine,2
Afghanistan,"Meningococcal B vaccine, last dose",2
Afghanistan,"Polio, 3rd dose",2
Albania,BCG (Baccille Calmette Guérin) vaccine,2
Albania,"DTP-containing vaccine, 1st dose",2
Albania,"DTP-containing vaccine, 3rd dose",2
Albania,"Diphtheria-containing vaccine, 4th dose (1st booster)",2
Albania,"Diphtheria-containing vaccine, 5th dose (2nd booster)",2
Albania,"Diphtheria-containing vaccine, 6th dose (3rd booster)",2
Albania,"Inactivated polio-containing vaccine, 1st dose",2
Albania,"Inactivated polio-containing vaccine, 2nd dose",2
Albania,Influenza child age group 1,2
Albania,Influenza pregnant women,2
Albania,Meningococcal ACYW conjugate vaccine,2
Albania,"Meningococcal ACYW conjugate vaccine, last dose",2
Albania,Meningococcal B vaccine,2
Albania,"Meningococcal B vaccine, last dose",2
Albania,"Pertussis-containing vaccine, 4th dose (1st booster)",2
Albania,"Pneumococcal conjugate vaccine, 2nd dose",2
Albania,"Tetanus-containing vaccine, 4th dose (1st booster)",2
Albania,"Tetanus-containing vaccine, 5th dose (2nd booster)",2
Albania,"Tetanus-containing vaccine, 6th dose (3rd booster)",2
Algeria,"HepB, birth dose total (including those given within and after 24 hours of birth)",2
Algeria,Influenza chronic children and adults,2
Algeria,Influenza other,2
Algeria,Influenza travellers (incl. Hajj pilgrimage),2
Algeria,"Malaria vaccine, 1st dose",2
Algeria,"Malaria vaccine, 3rd dose",2
Algeria,"Malaria vaccine, 4th dose",2
Algeria,Meningococcal ACYW conjugate vaccine,2
Algeria,"Meningococcal ACYW conjugate vaccine, last dose",2
Algeria,Meningococcal B vaccine,2
Algeria,"Meningococcal B vaccine, last dose",2
Algeria,Typhoid,2
Andorra,Meningococcal ACYW conjugate vaccine,2
Angola,"Malaria vaccine, 1st dose",2
Angola,"Malaria vaccine, 3rd dose",2
Angola,"Malaria vaccine, 4th dose",2
Angola,Meningococcal ACYW conjugate vaccine,2
Angola,"Meningococcal ACYW conjugate vaccine, last dose",2
Angola,Meningococcal B vaccine,2
Angola,"Meningococcal B vaccine, last dose",2
Angola,"Pneumococcal conjugate vaccine, 2nd dose",2
Anguilla,"HPV Female, final dose",2
Anguilla,Meningococcal ACYW conjugate vaccine,2
Anguilla,"Meningococcal ACYW conjugate vaccine, last dose",2
Anguilla,Meningococcal B vaccine,2
Anguilla,"Meningococcal B vaccine, last dose",2
Antigua and Barbuda,"DTP-containing vaccine, 1st dose",2
Antigua and Barbuda,"DTP-containing vaccine, 3rd dose",2
Antigua and Barbuda,"Inactivated polio-containing vaccine, 1st dose",2
Antigua and Barbuda,Meningococcal ACYW conjugate vaccine,2
Antigua and Barbuda,"Meningococcal ACYW conjugate vaccine, last dose",2
Antigua and Barbuda,Meningococcal B vaccine,2
Antigua and Barbuda,"Meningococcal B vaccine, last dose",2
Argentina,Meningococcal B vaccine,2
Argentina,"Meningococcal B vaccine, last dose",2
Armenia,Meningococcal ACYW conjugate vaccine,2
Armenia,"Meningococcal ACYW conjugate vaccine, last dose",2
Armenia,Meningococcal B vaccine,2
Armenia,"Meningococcal B vaccine, last dose",2
Aruba,Meningococcal ACYW conjugate vaccine,2
Aruba,"Meningococcal ACYW conjugate vaccine, last dose",2
Aruba,Meningococcal B vaccine,2
Aruba,"Meningococcal B vaccine, last dose",2
Australia,"HPV Female, final dose",2
Australia,"HPV Male, final dose",2
Australia,"HPV Vaccination coverage by age 15, first dose, females",2
Australia,"HPV Vaccination coverage by age 15, last dose, females",2
Australia,Meningococcal ACYW conjugate vaccine,2
Australia,"Meningococcal ACYW conjugate vaccine, last dose",2
Australia,Meningococcal B vaccine,2
Australia,"Meningococcal B vaccine, last dose",2
Australia,"Pertussis-containing vaccine, 4th dose (1st booster)",2
Austria,Meningococcal ACYW conjugate vaccine,2
Austria,"Meningococcal ACYW conjugate vaccine, last dose",2
Austria,Meningococcal B vaccine,2
Austria,"Meningococcal B vaccine, last dose",2
Azerbaijan,Influenza chronic children and adults,2
Azerbaijan,Meningococcal ACYW conjugate vaccine,2
Azerbaijan,"Meningococcal ACYW conjugate vaccine, last dose",2
Azerbaijan,Meningococcal B vaccine,2
Azerbaijan,"Meningococcal B vaccine, last dose",2
Bahamas,Meningococcal ACYW conjugate vaccine,2
Bahamas,"Meningococcal ACYW conjugate vaccine, last dose",2
Bahamas,Meningococcal B vaccine,2
Bahamas,"Meningococcal B vaccine, last dose",2
Bahrain,"Malaria vaccine, 1st dose",2
Bahrain,"Malaria vaccine, 3rd dose",2
Bahrain,"Malaria vaccine, 4th dose",2
Bahrain,Meningococcal B vaccine,2
Bahrain,"Meningococcal B vaccine, last dose",2
Bangladesh,BCG (Baccille Calmette Guérin) vaccine,2
Bangladesh,"DTP-containing vaccine, 1st dose",2
Bangladesh,"DTP-containing vaccine, 3rd dose",2
Bangladesh,"Fractional inactivated polio-containing vaccine, 1st dose",2
Bangladesh,"Fractional inactivated polio-containing vaccine, 2nd dose",2
Bangladesh,"Malaria vaccine, 1st dose",2
Bangladesh,"Malaria vaccine, 3rd dose",2
Bangladesh,"Malaria vaccine, 4th dose",2
Bangladesh,Meningococcal ACYW conjugate vaccine,2
Bangladesh,"Meningococcal ACYW conjugate vaccine, last dose",2
Bangladesh,Meningococcal B vaccine,2
Bangladesh,"Meningococcal B vaccine, last dose",2
Bangladesh,"Polio, 3rd dose",2
Barbados,"DTP-containing vaccine, 3rd dose",2
Barbados,Meningococcal ACYW conjugate vaccine,2
Barbados,"Meningococcal ACYW conjugate vaccine, last dose",2
Barbados,Meningococcal B vaccine,2
Barbados,"Meningococcal B vaccine, last dose",2
Belarus,"DTP-containing vaccine, 3rd dose",2
Belarus,Influenza chronic adult,2
Belarus,Influenza chronic pediatric,2
Belarus,"Measles-containing vaccine, 1st dose",2
Belarus,Meningococcal ACYW conjugate vaccine,2
Belarus,"Meningococcal ACYW conjugate vaccine, last dose",2
Belarus,Meningococcal B vaccine,2
Belarus,"Meningococcal B vaccine, last dose",2
Belarus,"Polio, 3rd dose",2
Belgium,"HPV Vaccination coverage by age 15, first dose, females",2
Belgium,"HPV Vaccination coverage by age 15, last dose, females",2
Belgium,"HPV Vaccination program coverage, first dose, females",2
Belgium,"HPV Vaccination program coverage, last dose, females",2
Belgium,Influenza older persons,2
Belgium,Meningococcal ACYW conjugate vaccine,2
Belgium,"Meningococcal ACYW conjugate vaccine, last dose",2
Belgium,Meningococcal B vaccine,2
Belgium,"Meningococcal B vaccine, last dose",2
Belize,"HPV Female, final dose",2
Belize,"Inactivated polio-containing vaccine, 1st dose",2
Belize,Meningococcal ACYW conjugate vaccine,2
Belize,"Meningococcal ACYW conjugate vaccine, last dose",2
Belize,Meningococcal B vaccine,2
Belize,"Meningococcal B vaccine, last dose",2
Benin,"Malaria vaccine, 1st dose",2
Benin,"Malaria vaccine, 3rd dose",2
Benin,"Malaria vaccine, 4th dose",2
Benin,"Pneumococcal conjugate vaccine, 2nd dose",2
Bermuda,"Diphtheria-containing vaccine, 6th dose (3rd booster)",2
Bermuda,Influenza all persons above >6 months (universal recommendation),2
Bermuda,Influenza older persons,2
Bermuda,Influenza pregnant women,2
Bermuda,Meningococcal ACYW conjugate vaccine,2
Bermuda,"Meningococcal ACYW conjugate vaccine, last dose",2
Bermuda,Meningococcal B vaccine,2
Bermuda,"Meningococcal B vaccine, last dose",2
Bermuda,"Tetanus-containing vaccine, 6th dose (3rd booster)",2
Bhutan,BCG (Baccille Calmette Guérin) vaccine,2
Bhutan,"Diphtheria-containing vaccine, 5th dose (2nd booster)",2
Bhutan,"Diphtheria-containing vaccine, 6th dose (3rd booster)",2
Bhutan,Influenza child age group 1,2
Bhutan,Influenza health care workers,2
Bhutan,Influenza older persons,2
Bhutan,Influenza pregnant women,2
Bhutan,"Malaria vaccine, 1st dose",2
Bhutan,"Malaria vaccine, 3rd dose",2
Bhutan,"Malaria vaccine, 4th dose",2
Bhutan,Meningococcal ACYW conjugate vaccine,2
Bhutan,"Meningococcal ACYW conjugate vaccine, last dose",2
Bhutan,Meningococcal B vaccine,2
Bhutan,"Meningococcal B vaccine, last dose",2
Bhutan,"Pertussis-containing vaccine, 4th dose (1st booster)",2
Bhutan,"Tetanus-containing vaccine, 4th dose (1st booster)",2
Bhutan,"Tetanus-containing vaccine, 5th dose (2nd booster)",2
Bolivia (Plurinational State of),Influenza chronic adult,2
Bolivia (Plurinational State of),Meningococcal ACYW conjugate vaccine,2
Bolivia (Plurinational State of),"Meningococcal ACYW conjugate vaccine, last dose",2
Bolivia (Plurinational State of),Meningococcal B vaccine,2
Bolivia (Plurinational State of),"Meningococcal B vaccine, last dose",2
Bolivia (Plurinational State of),"Rotavirus, last dose",2
Bosnia and Herzegovina,"Diphtheria-containing vaccine, 4th dose (1st booster)",2
Bosnia and Herzegovina,"Diphtheria-containing vaccine, 5th dose (2nd booster)",2
Bosnia and Herzegovina,Meningococcal ACYW conjugate vaccine,2
Bosnia and Herzegovina,"Meningococcal ACYW conjugate vaccine, last dose",2
Bosnia and Herzegovina,Meningococcal B vaccine,2
Bosnia and Herzegovina,"Meningococcal B vaccine, last dose",2
Bosnia and Herzegovina,"Pertussis-containing vaccine, 4th dose (1st booster)",2
Bosnia and Herzegovina,"Tetanus-containing vaccine, 4th dose (1st booster)",2
Bosnia and Herzegovina,"Tetanus-containing vaccine, 5th dose (2nd booster)",2
Botswana,"Malaria vaccine, 1st dose",2
Botswana,"Malaria vaccine, 3rd dose",2
Botswana,"Malaria vaccine, 4th dose",2
Botswana,Meningococcal ACYW conjugate vaccine,2
Botswana,"Meningococcal ACYW conjugate vaccine, last dose",2
Botswana,Meningococcal B vaccine,2
Botswana,"Meningococcal B vaccine, last dose",2
Brazil,Influenza other,2
Brazil,Meningococcal ACYW conjugate vaccine,2
Brazil,Meningococcal B vaccine,2
Brazil,"Meningococcal B vaccine, last dose",2
Brazil,"Pneumococcal conjugate vaccine, 2nd dose",2
Brazil,"Rotavirus, 1st dose",2
British Virgin Islands,"HPV Female, final dose",2
British Virgin Islands,"HepB, birth dose total (including those given within and after 24 hours of birth)",2
British Virgin Islands,Influenza chronic adult,2
British Virgin Islands,Meningococcal ACYW conjugate vaccine,2
British Virgin Islands,"Meningococcal ACYW conjugate vaccine, last dose",2
British Virgin Islands,Meningococcal B vaccine,2
British Virgin Islands,"Meningococcal B vaccine, last dose",2
Brunei Darussalam,"HPV Vaccination program coverage, first dose, females",2
Brunei Darussalam,"HPV Vaccination program coverage, last dose, females",2
Brunei Darussalam,Influenza pregnant women,2
Brunei Darussalam,Meningococcal ACYW conjugate vaccine,2
Brunei Darussalam,"Meningococcal ACYW conjugate vaccine, last dose",2
Brunei Darussalam,Meningococcal B vaccine,2
Brunei Darussalam,"Meningococcal B vaccine, last dose",2
Bulgaria,"DTP-containing vaccine, 1st dose",2
Bulgaria,Influenza older persons,2
Bulgaria,Meningococcal ACYW conjugate vaccine,2
Bulgaria,"Meningococcal ACYW conjugate vaccine, last dose",2
Bulgaria,Meningococcal B vaccine,2
Bulgaria,"Meningococcal B vaccine, last dose",2
Bulgaria,"Polio, 3rd dose",2
Burkina Faso,"Malaria vaccine, 1st dose",2
Burkina Faso,"Malaria vaccine, 3rd dose",2
Burkina Faso,"Malaria vaccine, 4th dose",2
Burkina Faso,"Meningococcal A conjugate vaccine, last dose",2
Burkina Faso,Meningococcal B vaccine,2
Burkina Faso,"Meningococcal B vaccine, last dose",2
Burundi,"Malaria vaccine, 1st dose",2
Burundi,"Malaria vaccine, 3rd dose",2
Burundi,"Malaria vaccine, 4th dose",2
Burundi,Meningococcal B vaccine,2
Burundi,"Meningococcal B vaccine, last dose",2
Cabo Verde,"Diphtheria-containing vaccine, 4th dose (1st booster)",2
Cabo Verde,"Malaria vaccine, 1st dose",2
Cabo Verde,"Malaria vaccine, 3rd dose",2
Cabo Verde,"Malaria vaccine, 4th dose",2
Cabo Verde,Meningococcal ACYW conjugate vaccine,2
Cabo Verde,"Meningococcal ACYW conjugate vaccine, last dose",2
Cabo Verde,Meningococcal B vaccine,2
Cabo Verde,"Meningococcal B vaccine, last dose",2
Cambodia,"Japanese encephalitis vaccine, 1st dose",2
Cambodia,Meningococcal ACYW conjugate vaccine,2
Cambodia,"Meningococcal ACYW conjugate vaccine, last dose",2
Cambodia,Meningococcal B vaccine,2
Cambodia,"Meningococcal B vaccine, last dose",2
Cameroon,BCG (Baccille Calmette Guérin) vaccine,2
Cameroon,"Inactivated polio-containing vaccine, 1st dose",2
Cameroon,"Malaria vaccine, 1st dose",2
Cameroon,"Malaria vaccine, 3rd dose",2
Cameroon,"Malaria vaccine, 4th dose",2
Cameroon,Meningococcal B vaccine,2
Cameroon,"Meningococcal B vaccine, last dose",2
Canada,Influenza pregnant women,2
Canada,Meningococcal B vaccine,2
Canada,"Meningococcal B vaccine, last dose",2
Canada,"Pertussis-containing vaccine, pregnant women",2
Cayman Islands,"Inactivated polio-containing vaccine, 1st dose",2
Cayman Islands,Meningococcal ACYW conjugate vaccine,2
Cayman Islands,"Meningococcal ACYW conjugate vaccine, last dose",2
Cayman Islands,Meningococcal B vaccine,2
Cayman Islands,"Meningococcal B vaccine, last dose",2
Cayman Islands,"Tetanus-containing vaccine, 5th dose (2nd booster)",2
Central African Republic,BCG (Baccille Calmette Guérin) vaccine,2
Central African Republic,"DTP-containing vaccine, 3rd dose",2
Central African Republic,"Inactivated polio-containing vaccine, 1st dose",2
Central African Republic,"Malaria vaccine, 1st dose",2
Central African Republic,"Malaria vaccine, 3rd dose",2
Central African Republic,"Malaria vaccine, 4th dose",2
Central African Republic,Meningococcal A conjugate vaccine,2
Central African Republic,Meningococcal B vaccine,2
Central African Republic,"Meningococcal B vaccine, last dose",2
Chad,"Inactivated polio-containing vaccine, 1st dose",2
Chad,"Malaria vaccine, 1st dose",2
Chad,"Malaria vaccine, 3rd dose",2
Chad,"Malaria vaccine, 4th dose",2
Chad,"Meningococcal A conjugate vaccine, last dose",2
Chad,Meningococcal B vaccine,2
Chad,"Meningococcal B vaccine, last dose",2
Chile,Influenza child age group 2,2
Chile,Meningococcal B vaccine,2
Chile,"Pertussis-containing vaccine, 4th dose (1st booster)",2
Chile,"Pertussis-containing vaccine, pregnant women",2
Chile,"Tetanus-containing vaccine, 4th dose (1st booster)",2
Chile,"Tetanus-containing vaccine, 5th dose (2nd booster)",2
Chile,"Tetanus-containing vaccine, 6th dose (3rd booster)",2
China,Meningococcal ACYW conjugate vaccine,2
China,"Meningococcal ACYW conjugate vaccine, last dose",2
China,Meningococcal B vaccine,2
China,"Meningococcal B vaccine, last dose",2
"China, Hong Kong SAR",Influenza child age group 1,2
"China, Hong Kong SAR",Influenza health care workers,2
"China, Hong Kong SAR",Influenza pregnant women,2
"China, Hong Kong SAR",Influenza residents living in long term care facilities,2
"China, Hong Kong SAR",Meningococcal ACYW conjugate vaccine,2
"China, Hong Kong SAR","Meningococcal ACYW conjugate vaccine, last dose",2
"China, Hong Kong SAR",Meningococcal B vaccine,2
"China, Hong Kong SAR","Meningococcal B vaccine, last dose",2
"China, Macao SAR",BCG (Baccille Calmette Guérin) vaccine,2
"China, Macao SAR","DTP-containing vaccine, 3rd dose",2
"China, Macao SAR",Influenza all persons above >6 months (universal recommendation),2
"China, Macao SAR",Influenza child age group 1,2
"China, Macao SAR",Influenza child age group 2,2
"China, Macao SAR",Influenza health care workers,2
"China, Macao SAR",Influenza pregnant women,2
"China, Macao SAR",Influenza residents living in long term care facilities,2
"China, Macao SAR",Meningococcal ACYW conjugate vaccine,2
"China, Macao SAR","Meningococcal ACYW conjugate vaccine, last dose",2
"China, Macao SAR",Meningococcal B vaccine,2
"China, Macao SAR","Meningococcal B vaccine, last dose",2
"China, Macao SAR","Pertussis-containing vaccine, pregnant women",2
"China, Macao SAR","Pneumococcal conjugate vaccine, 1st dose",2
"China, Macao SAR","Pneumococcal conjugate vaccine, final dose",2
Colombia,"HPV Vaccination program coverage, first dose, females",2
Colombia,"HPV Vaccination program coverage, last dose, females",2
Colombia,"Inactivated polio-containing vaccine, 1st dose",2
Colombia,Influenza child age group 2,2
Colombia,Influenza older persons,2
Colombia,Meningococcal ACYW conjugate vaccine,2
Colombia,"Meningococcal ACYW conjugate vaccine, last dose",2
Colombia,Meningococcal B vaccine,2
Colombia,"Meningococcal B vaccine, last dose",2
Colombia,"Pneumococcal conjugate vaccine, 1st dose",2
Colombia,"Rotavirus, 1st dose",2
Colombia,"Tetanus-containing vaccine, 4th dose (1st booster)",2
Comoros,"Malaria vaccine, 1st dose",2
Comoros,"Malaria vaccine, 3rd dose",2
Comoros,"Malaria vaccine, 4th dose",2
Comoros,Meningococcal ACYW conjugate vaccine,2
Comoros,"Meningococcal ACYW conjugate vaccine, last dose",2
Comoros,Meningococcal B vaccine,2
Comoros,"Meningococcal B vaccine, last dose",2
Congo,"DTP-containing vaccine, 3rd dose",2
Congo,"Malaria vaccine, 1st dose",2
Congo,"Malaria vaccine, 3rd dose",2
Congo,"Malaria vaccine, 4th dose",2
Congo,"Measles-containing vaccine, 1st dose",2
Congo,Meningococcal ACYW conjugate vaccine,2
Congo,"Meningococcal ACYW conjugate vaccine, last dose",2
Congo,Meningococcal B vaccine,2
Congo,"Meningococcal B vaccine, last dose",2
Cook Islands,"DTP-containing vaccine, 1st dose",2
Cook Islands,Influenza other,2
Cook Islands,Meningococcal ACYW conjugate vaccine,2
Cook Islands,"Meningococcal ACYW conjugate vaccine, last dose",2
Cook Islands,Meningococcal B vaccine,2
Cook Islands,"Meningococcal B vaccine, last dose",2
Cook Islands,"Polio, 3rd dose",2
Costa Rica,"DTP-containing vaccine, 3rd dose",2
Costa Rica,"HPV Female, final dose",2
Costa Rica,"HepB, birth dose total (including those given within and after 24 hours of birth)",2
Costa Rica,Influenza child age group 1,2
Costa Rica,Meningococcal ACYW conjugate vaccine,2
Costa Rica,"Meningococcal ACYW conjugate vaccine, last dose",2
Costa Rica,Meningococcal B vaccine,2
Costa Rica,"Meningococcal B vaccine, last dose",2
Croatia,"DTP-containing vaccine, 3rd dose",2
Croatia,"Diphtheria-containing vaccine, 5th dose (2nd booster)",2
Croatia,"Diphtheria-containing vaccine, 6th dose (3rd booster)",2
Croatia,"Measles-containing vaccine, 1st dose",2
Croatia,Meningococcal ACYW conjugate vaccine,2
Croatia,"Meningococcal ACYW conjugate vaccine, last dose",2
Croatia,Meningococcal B vaccine,2
Croatia,"Meningococcal B vaccine, last dose",2
Croatia,"Pertussis-containing vaccine, 4th dose (1st booster)",2
Croatia,"Polio, 3rd dose",2
Croatia,"Tetanus-containing vaccine, 4th dose (1st booster)",2
Croatia,"Tetanus-containing vaccine, 5th dose (2nd booster)",2
Croatia,"Tetanus-containing vaccine, 6th dose (3rd booster)",2
Cuba,BCG (Baccille Calmette Guérin) vaccine,2
Cuba,"HepB, birth dose (given within 24 hours of birth)",2
Cuba,"HepB, birth dose total (including those given within and after 24 hours of birth)",2
Cuba,Influenza other,2
Cuba,Meningococcal ACYW conjugate vaccine,2
Cuba,"Meningococcal ACYW conjugate vaccine, last dose",2
Cuba,Typhoid conjugate vaccine,2
Curaçao,Influenza other,2
Cyprus,Meningococcal B vaccine,2
Cyprus,"Meningococcal B vaccine, last dose",2
Czechia,"HPV Vaccination program coverage, first dose, females",2
Czechia,"HPV Vaccination program coverage, last dose, females",2
Czechia,Meningococcal ACYW conjugate vaccine,2
Czechia,"Meningococcal ACYW conjugate vaccine, last dose",2
Czechia,Meningococcal B vaccine,2
Czechia,"Meningococcal B vaccine, last dose",2
Côte d'Ivoire,Influenza health care workers,2
Côte d'Ivoire,"Malaria vaccine, 1st dose",2
Côte d'Ivoire,"Malaria vaccine, 3rd dose",2
Côte d'Ivoire,"Malaria vaccine, 4th dose",2
Côte d'Ivoire,"Meningococcal A conjugate vaccine, last dose",2
Côte d'Ivoire,Meningococcal B vaccine,2
Côte d'Ivoire,"Meningococcal B vaccine, last dose",2
Democratic People's Republic of Korea,BCG (Baccille Calmette Guérin) vaccine,2
Democratic People's Republic of Korea,"Inactivated polio-containing vaccine, 1st dose",2
Democratic People's Republic of Korea,"Malaria vaccine, 1st dose",2
Democratic People's Republic of Korea,"Malaria vaccine, 3rd dose",2
Democratic People's Republic of Korea,"Malaria vaccine, 4th dose",2
Democratic People's Republic of Korea,Meningococcal ACYW conjugate vaccine,2
Democratic People's Republic of Korea,"Meningococcal ACYW conjugate vaccine, last dose",2
Democratic People's Republic of Korea,Meningococcal B vaccine,2
Democratic People's Republic of Korea,"Meningococcal B vaccine, last dose",2
Democratic People's Republic of Korea,"Polio, 3rd dose",2
Democratic Republic of the Congo,"Inactivated polio-containing vaccine, 1st dose",2
Democratic Republic of the Congo,"Malaria vaccine, 1st dose",2
Democratic Republic of the Congo,"Malaria vaccine, 3rd dose",2
Democratic Republic of the Congo,"Malaria vaccine, 4th dose",2
Democratic Republic of the Congo,Meningococcal B vaccine,2
Democratic Republic of the Congo,"Meningococcal B vaccine, last dose",2
Denmark,Meningococcal ACYW conjugate vaccine,2
Denmark,"Meningococcal ACYW conjugate vaccine, last dose",2
Denmark,Meningococcal B vaccine,2
Denmark,"Meningococcal B vaccine, last dose",2
Denmark,"Pneumococcal conjugate vaccine, 1st dose",2
Djibouti,BCG (Baccille Calmette Guérin) vaccine,2
Djibouti,"DTP-containing vaccine, 1st dose",2
Djibouti,"DTP-containing vaccine, 3rd dose",2
Djibouti,"Malaria vaccine, 1st dose",2
Djibouti,"Malaria vaccine, 3rd dose",2
Djibouti,"Malaria vaccine, 4th dose",2
Djibouti,"Measles-containing vaccine, 1st dose",2
Djibouti,Meningococcal ACYW conjugate vaccine,2
Djibouti,"Meningococcal ACYW conjugate vaccine, last dose",2
Djibouti,Meningococcal B vaccine,2
Djibouti,"Meningococcal B vaccine, last dose",2
Djibouti,"Polio, 3rd dose",2
Dominica,"DTP-containing vaccine, 3rd dose",2
Dominica,"HepB, birth dose total (including those given within and after 24 hours of birth)",2
Dominica,"Inactivated polio-containing vaccine, 1st dose",2
Dominica,Influenza chronic adult,2
Dominica,Influenza chronic children and adults,2
Dominica,Influenza older persons,2
Dominica,Influenza residents living in long term care facilities,2
Dominica,Meningococcal ACYW conjugate vaccine,2
Dominica,Meningococcal B vaccine,2
Dominica,"Meningococcal B vaccine, last dose",2
Dominican Republic,BCG (Baccille Calmette Guérin) vaccine,2
Dominican Republic,"DTP-containing vaccine, 1st dose",2
Dominican Republic,"Inactivated polio-containing vaccine, 1st dose",2
Dominican Republic,Influenza child age group 2,2
Dominican Republic,Influenza chronic adult,2
Dominican Republic,Influenza health care workers,2
Dominican Republic,Meningococcal ACYW conjugate vaccine,2
Dominican Republic,"Meningococcal ACYW conjugate vaccine, last dose",2
Dominican Republic,Meningococcal B vaccine,2
Dominican Republic,"Meningococcal B vaccine, last dose",2
Dominican Republic,"Pertussis-containing vaccine, pregnant women",2
Dominican Republic,"Pneumococcal conjugate vaccine, 2nd dose",2
Ecuador,"Diphtheria-containing vaccine, 6th dose (3rd booster)",2
Ecuador,Influenza child age group 2,2
Ecuador,"Measles-containing vaccine, 1st dose",2
Ecuador,Meningococcal ACYW conjugate vaccine,2
Ecuador,"Meningococcal ACYW conjugate vaccine, last dose",2
Ecuador,Meningococcal B vaccine,2
Ecuador,"Meningococcal B vaccine, last dose",2
Ecuador,"Rotavirus, last dose",2
Ecuador,"Tetanus-containing vaccine, 4th dose (1st booster)",2
Ecuador,"Tetanus-containing vaccine, 5th dose (2nd booster)",2
Ecuador,"Tetanus-containing vaccine, 6th dose (3rd booster)",2
Egypt,"Malaria vaccine, 1st dose",2
Egypt,"Malaria vaccine, 3rd dose",2
Egypt,"Malaria vaccine, 4th dose",2
Egypt,"Meningococcal ACYW conjugate vaccine, last dose",2
Egypt,Meningococcal B vaccine,2
Egypt,"Meningococcal B vaccine, last dose",2
Egypt,"Pertussis-containing vaccine, 4th dose (1st booster)",2
Egypt,"Tetanus-containing vaccine, 4th dose (1st booster)",2
El Salvador,"Diphtheria-containing vaccine, 6th dose (3rd booster)",2
El Salvador,"HepB, birth dose total (including those given within and after 24 hours of birth)",2
El Salvador,Meningococcal ACYW conjugate vaccine,2
El Salvador,"Meningococcal ACYW conjugate vaccine, last dose",2
El Salvador,Meningococcal B vaccine,2
El Salvador,"Meningococcal B vaccine, last dose",2
El Salvador,"Tetanus-containing vaccine, 6th dose (3rd booster)",2
Equatorial Guinea,"Malaria vaccine, 1st dose",2
Equatorial Guinea,"Malaria vaccine, 3rd dose",2
Equatorial Guinea,"Malaria vaccine, 4th dose",2
Equatorial Guinea,Meningococcal ACYW conjugate vaccine,2
Equatorial Guinea,"Meningococcal ACYW conjugate vaccine, last dose",2
Equatorial Guinea,Meningococcal B vaccine,2
Equatorial Guinea,"Meningococcal B vaccine, last dose",2
Equatorial Guinea,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",2
Eritrea,"Malaria vaccine, 1st dose",2
Eritrea,"Malaria vaccine, 3rd dose",2
Eritrea,"Malaria vaccine, 4th dose",2
Eritrea,"Measles-containing vaccine, 1st dose",2
Eritrea,Meningococcal B vaccine,2
Eritrea,"Meningococcal B vaccine, last dose",2
Estonia,"Inactivated polio-containing vaccine, 1st dose",2
Estonia,Influenza all persons above >6 months (universal recommendation),2
Estonia,Influenza child age group 1,2
